tipo;nombre
v;LB 4X2 L/D HIGHLINE
o;R420
v;GB 4X2 NZ
v;GA 4X2 NZ
v;GA 6X4 NZ
v;LA 4X2 NA
v;LA 6X2 NA
v;LA 4X2 L/D
v;LA 4X2 L/D HIGHLINE
v;LA 6X2 L/D
v;LA 6X2 L/D HIGHLINE
v;LA 6X4 L/D 
v;LA 6X4 L/D HIGHLINE
v;LB 4X2 L/D
v;LB 4X2 L/D HIGHLINE
o;R470
v;LA 4X2 L/D
v;LA 4X2 L/D HIGHLINE
v;LA 6X2 L/D
v;LA 6X2 L/D HIGHLINE
v;LA 6X4 L/D
v;LA 6X4 L/D HIGHLINE
v;LB 4X2 L/D
v;LB 4X2 L/D HIGHLINE
o;R500
v;LA 6X4 L/D
v;LA 6X4 L/D HIGHLINE
v;LA 6X2 L/D HIGHLINE
v;LB 6X2 L/D HIGHLINE
o;R MOTOR DL LARGA DIST
v;R360 LA 4X2 
v;R360 LA 6X2
v;R360 LB 4X2
v;R410 LA 4X2
v;R410 LA 4X2 HIGHLINE
v;R410 LA 6X2 
v;R410 LA 6X2 HIGHLINE
v;R410 LB 6X2 
v;R410 LB 6X2 HIGHLINE
v;R410 LB 4X2
v;R410 LB 4X2 HIGHLINE
v;R460 LA 4X2
v;R460 LA 4X2 HIGHLINE
v;R460 LA 6X2
v;R460 LB 4X2
v;R460 LB 4X2 HIGHLINE
v;R580 LA 4X2 
v;R580 LA 4X2 HIGHLINE
v;R580 LA 6X2 HIGHLINE
v;R580 LA 6X4 HIGHLINE
v;R580 LB 4X2 
v;R580 LB 4X2 HIGHLINE
v;R580 LB 6X2 HIGHLINE
o;T114
v;GB 4X2 NZ 330 55 C/C
v;GA 4X2 NZ 330 43 C/C
o;T124
v;GA 4X2 NZ 360 43 C/C
v;GA 4X2 NZ 420 43 C/C
v;GA 6X4 NZ 360 42 C/C
v;GA 6X4 NZ 420 
v;GB 4X2 NZ 360 55 C/C
v;GB 4X2 NZ 420 55 C/C
v;LA 4X2 NA 360 43 C/C
v;LA 4X2 NZ 420 43 C/C
m;SPACE
o;GHT
v;1047 C/L
v;1055
m;TATA
o;709
v;SFC T
m;3-STAR
o;SXZ
v;1047 C/L GDE
v;1047 C/L T
v;1047W D/C
v;3043 VOLCADOR
m;VOLKSWAGEN
o;5
v;140 E/31
v;140 E/39
o;8
v;150 E/39
o;9
v;150 /39
v;150 E/39
v;160 EV/39 2016
v;160 EV/39 A/C 2016
o;10
v;150 E/39
v;150 E/43
o;13
v;180 /35
v;180/35 2012
v;180 /43
v;180 EIII/43
v;180 EIII/43 DC
v;180 /48
v;180 EIII/48
v;180 EIII/48 DC
v;190 EV/48 2016
o;15
v;180 EIII/43
v;180 EIII/43 DC
v;180 EIII/48
v;180 EIII/48 DC
v;190 /48
o;17
v;190 EV/48 LR DC 2016
v;190 EV/48 LR DC A/C 2016
v;210 /35
v;210 /43
v;210 /48
v;220 /35
v;220 EIII/35T
v;220 /43
v;220 EIII/43
v;220 /48
v;220 EIII/48
v;250 E HR SC/35T
v;250 E DC/35T
v;250 E SC/43
v;250 E DC/43
v;250 E SC/48
v;250 E DC/48
v;250 E HR DC/43
v;250 LR E S/C 35T
v;250 LR E S/C 43
v;250 LR E D/C 43
v;280 EV/35 LR SC 2016
v;280 EV/43 LR SC 2016
v;280 EV/48 LR SC 2016
v;300 /35
v;300 /43
v;310 /35
v;310 /43
o;18
v;310 /35
v;310 /35 SUSP/TRAS/NEU
o;19
v;320 E DC/35T
v;320 E SC/43
v;320 E SC/35T
v;320 LR E S/C 35T
v;320 LR E S/C 35T ABS
v;330 EV/35 HR SC 2016
v;330 EV/43 HR SC 2016
v;420 EV/35 HR SC 2016
o;25
v;320 E SC/33T
v;420 EV/35 HR SC 6X2 2016
o;26
v;260 E/34
v;260 E DC /34
v;260 E/41
v;260 E/41 DC
v;260 E/46 
v;260 E/52
v;280 EV/34 LR DC 6X4 2016
v;300 /34
v;300 /46
v;310 /34
v;420 EV/33 HR SC 6X4
o;31
v;280 EV/34 LR DC 2016
v;320 E/34
v;320 E/41
v;320 E/46
v;320 E/52
v;330 EV/34 LR DC 2016
o;36
v;310 /46
m;VOLVO
o;B 7
v;R 4X2 230
v;R 4X2 230 A/T
v;R 4X2 260 A/T
v;R 4X2 285
o;FH
v;12/380 4X2T SCV
v;12/380 4X2R SCV
v;12/380 T
v;12/380 R
v;12/380 T GLOBETROTTER GC
v;12/380 R GLOBETROTTER GC
v;12/380 T  6X4
v;12/380 R  6X4
v;12/420 4X2 T LC T/B
v;12/420 R LC T/B
v;12/420 4X2 T GLOBETROTTER TC
v;12/420 4X2 T TOP CLASS
v;12/420 6X4 T
v;12/460 4X2 T TOP CLASS I-SHIFT
v;400 4X2 SCV
v;400 4X2 LC
v;400 6X2 SCV
v;400 6X4 SCV
v;440 4X2 LC
v;440 4X2 T/R EVO
v;440 4X2 T/R ST
v;440 6X2 T C IND
v;440 6X2 T C PELIG
v;440 6X2 T EVO
v;480 4X2 LC
v;520 4X2 TOP CLASS I-SHIFT
v;520 4X2 T/R EVO
v;520 4X2 T/R ST
v;520 6X4 T 
o;FM
v;11/370 4X2 T SCV
v;11/370 4X2 T LC
v;11/370 6X2 T SCV
v;11/370 6X2 T SCV FULL
v;11/370 6X2 T LC FULL
v;12/340 T 4X2 L2H1
v;12/340 R 4X2 L2H1
v;12/340 T 6X2 L2HI
v;12/340 6X4 T
v;12/340 6X4 R
v;12/380 T 6X4 C/DORM A/C
v;12/380 R 6X4 C/DORM A/C
v;12/420 T 6X4 R
v;12/420 T 6X4 T
v;370 6X2 SCV 
v;370 6X2 LC
v;370 6X4 R SX
v;400 6X4 SCV
v;440 6X4 SCV
v;440 8X4 SCV
v;480 8X4 SCV
o;FM X
v;370 6X4 R SX
v;370 8X4 R SXH
v;440 6X4 T/R SX
v;440 8X4 R SX
v;480 6X4 T/R SX
v;480 8X4 R SX
o;FM 13
v;400 4X2 T/R EVO
v;400 4X2 T/R ST
v;400 6X2 T C PELIG
v;400 6X2 T EVO
o;NH 
v;12/380 T LC T/B
v;12/380 R LC T/B
v;12/380 T GLOBETROTTER GC
v;12/380 R GLOBETROTTER GC
v;12/380 6X2 T SCV
v;12/380 6X4 T
v;12/380 6X4 R
v;12/420 T
v;12/420 T 6X4
v;12/420 T TOP CLASS
v;12/420 T GLOBETROTTER TC
v;12/460 T TOP CLASS
o;VM
v;17/210 4X2R ST
v;17/240 4X2R LL
v;17/240 4X2R TL
v;23/210 6X2R ST
v;23/240 6X2R LL
v;23/240 6X2R TL
v;210 4X2 R ST
v;210 4X2 R SC
v;210 6X2 R ST
v;260 4X2 ST
v;260 4X2 LL
v;260 4X2 TL
v;260 6X2 R LL
v;260 6X4 ST
v;310 4X2 T LL
v;310 4X2 T TL
v;310 6X4 R ST
v;310 6X4 R LL
m;ZHENG ZHOU DONG FENG
o;EQ
v;1060 G C/M
o;ZQ
v;3060 G VOLCADOR
